Formula              ✕,Band gap              ✕,2D plasma frequency (x)              ✕,2D plasma frequency (y)              ✕,Band gap (G₀W₀)              ✕,Band gap (HSE06)              ✕,"Conduction band effective mass, direction 1              ✕","Conduction band effective mass, direction 2              ✕",Cond. band minimum              ✕,Conduction band minimum (G₀W₀)              ✕,Conduction band minimum (HSE06)              ✕,Dir. band gap              ✕,Direct band gap (G₀W₀)              ✕,Direct band gap (HSE06)              ✕,Dir. gap wo. soc.              ✕,Exc. bind. energy              ✕,Gap wo. soc.              ✕,Phonon dynamic stability (low/high)              ✕,Thermodynamic stability level              ✕,Energy              ✕,Vacuum level              ✕,"Valence band effective mass, direction 1              ✕","Valence band effective mass, direction 2              ✕",Val. band maximum              ✕,Valence band maximum (G₀W₀)              ✕,Valence band maximum (HSE06)              ✕,Work function (avg. if finite dipole)              ✕,First class material              ✕,Calculator              ✕,Anisotropic exchange (out-of-plane)              ✕,Area of unit-cell              ✕,Topology              ✕,Crystal type              ✕,DOS at ef              ✕,DOS at ef no soc.              ✕,Energy above convex hull              ✕,Fermi level              ✕,Heat of formation              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>x</sub>)              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>y</sub>)              ✕,Magnetic easy axis              ✕,Magnetic moment              ✕,Magnetic state              ✕,Material class              ✕,Material has inversion symmetry              ✕,Magnetic              ✕,Material unique ID              ✕,Maximum force              ✕,Maximum stress              ✕,Maximum value of S_z at magnetic sites              ✕,Minimum eigenvalue of Hessian              ✕,Monolayer reported DOI              ✕,Nearest neighbor exchange coupling              ✕,Charge              ✕,Number of atoms              ✕,Number of nearest neighbors              ✕,n-spins              ✕,Out-of-plane dipole along +z axis              ✕,Path to collection folder              ✕,PBC              ✕,Point group              ✕,Unique ID              ✕,Related COD id              ✕,Related ICSD id              ✕,Single-ion anisotropy (out-of-plane)              ✕,"Soc. total energy, x-direction              ✕","Soc. total energy, y-direction              ✕","Soc. total energy, z-direction              ✕",Space group              ✕,Space group number              ✕,Speed of sound (x)              ✕,Speed of sound (y)              ✕,Static interband polarizability (x)              ✕,Static interband polarizability (y)              ✕,Static interband polarizability (z)              ✕,Static lattice polarizability (x)              ✕,Static lattice polarizability (y)              ✕,Static lattice polarizability (z)              ✕,Static total polarizability (x)              ✕,Static total polarizability (y)              ✕,Static total polarizability (z)              ✕,Stiffness dynamic stability (low/high)              ✕,"Stiffness tensor, 11-component              ✕","Stiffness tensor, 12-component              ✕","Stiffness tensor, 13-component              ✕","Stiffness tensor, 21-component              ✕","Stiffness tensor, 22-component              ✕","Stiffness tensor, 23-component              ✕","Stiffness tensor, 31-component              ✕","Stiffness tensor, 32-component              ✕","Stiffness tensor, 33-component              ✕",Stoichiometry              ✕,Mass              ✕,Age              ✕,ID              ✕,Unique identifier              ✕,Username              ✕,Vacuum level difference              ✕,Volume              ✕
AgTe2,0.0,18.311,18.349,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,1,-9.197,4.71,-,-,-,-,-,4.724,True,unknown,-,10.179,-,AB2-115-ag,0.866,2.271,0.046,-0.014,0.017,0.0,0.0,z,-,NM,-,False,False,76c24a37e9de39934446057b73b95889,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/AgTe2/AgTe2-76c24a37e9de,TTF,-42m,e57bb6165c38dee55eb104a23818297d,-,-,-,0.0,0.0,0.0,P-4m2,115,2971.225,2974.421,357.772,535.857,0.578,-,-,-,-,-,-,high,52.288,43.829,0.000,43.859,52.401,0.000,0.000,0.000,5.772,AB2,363.068,6w,1453,AgTe2-76c24a37e9de,cmr,-0.0,193.424
AuH2,0.0,8.337,8.337,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-8.083,2.446,-,-,-,-,-,4.466,True,unknown,-,7.355,-,AB2-187-bi,0.46,0.427,0.565,-2.02,0.565,0.0,0.0,z,-,NM,-,False,False,c4387dbbb108390845531c593d97feec,-,-,-,-3.860,-,-,0.0,3,-,1,-0.0,tree/AB2/AuH2/AuH2-c4387dbbb108,TTF,-6m2,dd1c39ce2bce898ca9b541d561f9a22c,-,-,-,0.0,0.0,0.0,P-6m2,187,,,2.516,2.516,0.273,-,-,-,-,-,-,low,-255.353,382.475,0.082,451.174,-325.994,0.178,0.000,0.000,-1033.856,AB2,198.983,6w,1455,AuH2-c4387dbbb108,cmr,-0.0,127.107
AuSe2,0.0,8.829,8.829,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,1,-9.012,3.82,-,-,-,-,-,5.223,True,unknown,-,11.427,-,AB2-187-bi,2.341,2.131,0.438,-1.402,0.361,0.0,0.0,z,-,NM,TMDC-H,False,False,73fa98eaebb6d1dee5f881f64706e9c9,-,-,-,-0.000,-,-,0.0,3,-,1,0.0,tree/AB2/AuSe2/AuSe2-73fa98eaebb6,TTF,-6m2,d39d1b63095756fbf1300f6356bd899c,-,-,-,0.0,0.0,0.0,P-6m2,187,1980.201,2361.577,20.017,20.017,0.588,-,-,-,-,-,-,high,20.224,28.984,0.260,-19.113,28.764,0.466,0.000,0.000,50.324,AB2,354.909,6w,1456,AuSe2-73fa98eaebb6,cmr,0.0,206.509
CaI2,3.975,0.000,0.000,-,5.071,0.614,0.614,-0.390,-,0.036,4.024,-,5.127,4.207,-,4.161,high,3,-9.446,2.228,-1.417,29.545,-4.365,-,-5.035,4.606,True,unknown,-,23.992,-,AB2-115-ag,0.0,0.0,0.174,-2.377,-1.493,0.0,0.0,z,-,NM,-,False,False,793f311ee701f72fcbecb84a947e9d77,-,-,-,-0.000,-,-,0.0,3,-,1,0.0,tree/AB2/CaI2/CaI2-793f311ee701,TTF,-42m,318ad3ad2fea6f51a114668cc5e67a3b,-,-,-,0.0,0.0,0.0,P-4m2,115,1827.115,1835.730,0.855,0.855,0.331,2.139,2.139,3.256,2.994,2.995,3.587,low,6.790,0.142,0.000,0.244,6.855,0.000,0.000,0.000,-0.209,AB2,293.887,6w,1460,CaI2-793f311ee701,cmr,0.0,466.757
CdO2,0.141,0.000,0.000,-,1.028,0.720,0.933,-5.077,-,-5.441,0.271,-,1.237,0.27,-,0.138,low,1,-11.051,2.539,-8.888,-3.298,-5.218,-,-6.469,7.686,True,unknown,-,10.129,-,AB2-2-bi,0.0,0.0,0.734,-5.148,0.042,0.0,0.0,z,-,NM,-,True,False,5382e660b43f3b8ea7324b4c6b35e468,-,-,-,-1.105,-,-,0.0,3,-,1,0.0,tree/AB2/CdO2/CdO2-5382e660b43f,TTF,-1,4188e697feded3aaec9d61816a05cf9b,-,23415,-,0.0,0.0,0.0,P-1,2,4475.734,3662.395,13.734,9.234,0.346,-,-,-,-,-,-,high,47.426,17.430,3.150,18.267,31.755,0.146,1.837,-0.934,36.643,AB2,144.412,6w,1461,CdO2-5382e660b43f,cmr,0.0,171.847
CoH2,0.0,6.044,6.044,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,1,-14.567,2.339,-,-,-,-,-,4.849,True,unknown,-,5.152,-,AB2-187-bi,1.291,1.231,0.104,-2.51,0.104,0.0,0.0,z,-,NM,-,False,False,731ecb3808fbda385696e17876efdebd,-,-,-,-0.000,-,-,0.0,3,-,1,0.0,tree/AB2/CoH2/CoH2-731ecb3808fb,TTF,-6m2,a056ab8d72806645edecbc9d1a91035f,-,-,-,0.0,0.0,0.0,P-6m2,187,8734.775,8731.215,11.120,11.120,0.318,-,-,-,-,-,-,high,149.881,41.804,0.169,41.842,149.759,0.168,0.000,0.000,108.434,AB2,60.949,6w,1462,CoH2-731ecb3808fb,cmr,0.0,88.329
CoSe2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-15.13,4.016,-,-,-,-,-,4.717,True,unknown,-,9.196,-,AB2-115-dg,2.444,2.424,0.335,-0.701,0.021,0.0,0.0,z,-,NM,-,False,False,9f41182708f6ce51b57412ce84c28e58,-,-,-,-4.290,-,-,0.0,3,-,1,-0.0,tree/AB2/CoSe2/CoSe2-9f41182708f6,TTF,-42m,c2cd85df4ab03b7c6a55770809dc777e,-,-,-,0.0,0.0,0.0,P-4m2,115,2129.722,2129.725,-,-,-,-,-,-,-,-,-,low,17.762,32.606,-0.000,32.606,17.762,-0.000,0.000,0.000,11.587,AB2,216.875,6w,1463,CoSe2-9f41182708f6,cmr,-0.0,169.936
CrCl2,0.0,3.335,3.335,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,3,-15.759,3.036,-,-,-,-,-,4.814,True,unknown,0.003,11.532,-,AB2-164-bd,4.869,4.869,0.112,-1.779,-0.927,-0.048,-0.047,z,4.000,FM,-,True,True,bbfb87c2444a5c4c16a989c3a3f4c9a0,-,-,2.000,-1.866,-,-1.520,0.0,3,6,2,0.0,tree/AB2/CrCl2/CrCl2-bbfb87c2444a,TTF,-3m,1db87a278d33cbc944fe94b478e6daa0,-,-,0.005,-164490.455,-164490.455,-164490.503,P-3m1,164,,,52.652,52.652,0.751,-,-,-,-,-,-,low,-95.629,142.221,0.472,129.080,-86.914,1.668,-0.000,0.000,-303.266,AB2,122.896,6w,1464,CrCl2-bbfb87c2444a,cmr,0.0,206.581
CrS2,0.877,0.000,0.000,1.448,1.351,0.872,0.872,-0.667,-0.421,-0.113,0.877,1.448,1.351,0.915,0.534,0.915,high,3,-19.583,4.298,-0.884,-0.883,-1.544,-1.869,-1.464,5.403,True,unknown,-,8.043,-,AB2-187-bi,0.0,0.0,0.0,-1.105,-0.673,0.0,0.0,z,-,NM,TMDC-H,False,False,c5ee5e35d2b4360e760cc4d4484ee18f,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/CrS2/CrS2-c5ee5e35d2b4,TTF,-6m2,8fa15baae98b9e57dfe107f6ff50c411,-,-,-,0.0,0.0,0.0,P-6m2,187,7044.157,7046.475,8.562,8.562,0.906,0.656,0.654,0.003,9.218,9.215,0.909,high,118.950,33.848,-0.002,33.696,119.028,-0.001,0.000,0.000,85.991,AB2,116.116,6w,1465,CrS2-c5ee5e35d2b4,cmr,-0.0,144.363
CuBr2,0.0,5.196,5.207,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,3,-7.717,2.55,-,-,-,-,-,6.469,True,unknown,-,13.674,-,AB2-115-ag,2.934,2.922,0.034,-3.919,-0.29,0.0,0.0,z,-,NM,-,False,False,7940d9b6961e73587235df780fbb237d,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/CuBr2/CuBr2-7940d9b6961e,TTF,-42m,ad05d7b0c7a9d373061516f6000ea87f,-,-,-,0.0,0.0,0.0,P-4m2,115,2749.594,2743.604,20.430,20.464,0.367,-,-,-,-,-,-,high,20.506,3.596,0.000,3.400,20.416,0.000,0.000,0.000,4.413,AB2,223.354,6w,1466,CuBr2-7940d9b6961e,cmr,-0.0,253.85
Cu2S4,0.0,3.073,6.117,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,3,-23.855,2.257,-,-,-,-,-,4.914,True,unknown,-,31.604,-,AB2-14-de,6.638,6.632,0.11,-2.657,-0.032,0.0,0.0,z,-,NM,-,True,False,05eb05644de0ef05661e0e191b9af79b,-,-,-,-1.179,-,-,0.0,6,-,1,0.0,tree/AB2/CuS2/Cu2S4-05eb05644de0,TTF,2/m,1007b3d256f2a2add5a151ad50681cee,-,-,-,0.0,0.0,0.0,P2_1/c,14,5253.370,5959.153,12.405,7.988,0.219,-,-,-,-,-,-,high,37.024,12.701,0.000,12.535,47.640,0.000,0.000,0.000,34.648,AB2,255.332,6w,1467,Cu2S4-05eb05644de0,cmr,0.0,515.441
FeBr2,0.0,0.660,0.660,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,3,-13.516,2.325,-,-,-,-,-,5.155,True,unknown,-0.016,15.876,-,AB2-115-dg,1.241,1.239,0.013,-2.831,-0.435,0.958,0.958,x,4.000,FM,-,False,True,d7c6901921a7e96c17554c8ab47942a6,-,-,2.000,-0.000,-,-1.452,0.0,3,4,2,-0.0,tree/AB2/FeBr2/FeBr2-d7c6901921a7,TTF,-42m,744ffd69a1eb522d86486a0e2eb2d292,-,-,-0.352,-180742.598,-180742.598,-180741.64,P-4m2,115,2995.031,2986.765,5.240,5.229,0.351,-,-,-,-,-,-,high,20.233,-1.141,0.019,-1.034,20.121,0.019,0.000,0.000,3.466,AB2,215.653,6w,1468,FeBr2-d7c6901921a7,cmr,-0.0,294.723
FeS2,0.0,3.291,3.291,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-18.175,3.904,-,-,-,-,-,5.565,True,unknown,-0.014,8.883,-,AB2-164-bd,1.74,1.764,0.205,-1.661,-0.326,0.628,0.628,x,1.802,FM,TMDC-T,True,True,85bad6644cae89a3b9e8f7812b45b25b,-,-,1.000,-0.195,-,15.197,0.0,3,6,2,0.0,tree/AB2/FeS2/FeS2-85bad6644cae,TTF,-3m,b5d963425e76b7b9d5660431e41c36d8,-,-,-1.211,-134258.226,-134258.226,-134257.598,P-3m1,164,4963.014,4905.226,28.140,28.140,0.440,-,-,-,-,-,-,high,55.236,27.287,-0.054,29.468,53.957,-0.044,0.000,0.000,25.619,AB2,119.965,6w,1469,FeS2-85bad6644cae,cmr,0.0,156.333
InI2,0.0,4.506,4.506,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,3,-6.967,3.243,-,-,-,-,-,5.01,True,unknown,-,16.759,-,AB2-164-bd,3.78,4.105,0.12,-1.767,-0.416,0.0,0.0,z,-,NM,-,True,False,3aa3dee224f6d2ff7f9fdea2815cdf58,-,-,-,-0.519,-,-,0.0,3,-,1,-0.0,tree/AB2/InI2/InI2-3aa3dee224f6,TTF,-3m,a4b9b9a2f1efdd2b8c93d1381b84ffad,-,-,-,0.0,0.0,0.0,P-3m1,164,1834.158,1880.876,2.972,2.972,0.445,-,-,-,-,-,-,high,12.288,8.244,-0.002,7.578,12.922,-0.003,0.000,0.000,5.054,AB2,368.627,6w,1477,InI2-3aa3dee224f6,cmr,-0.0,314.245
IrF2,0.0,5.185,5.220,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-14.113,3.855,-,-,-,-,-,7.332,True,unknown,29.735,7.047,-,AB2-115-ag,1.735,2.997,0.728,-3.477,-0.555,-27.144,-27.143,z,1.243,FM,-,False,True,4d75b015e05d7dd1bc64730326e132b4,-,-,0.500,-10.892,-,19.441,0.0,3,4,2,0.0,tree/AB2/IrF2/IrF2-4d75b015e05d,TTF,-42m,2eaf25787f1f3f13ac3c21e9ff92d7af,-,-,0,-573956.142,-573956.143,-573983.287,P-4m2,115,4771.425,4770.197,29.519,29.087,0.645,-,-,-,-,-,-,high,123.495,13.801,-0.012,13.778,123.431,-0.012,0.000,0.000,29.110,AB2,230.214,6w,1478,IrF2-4d75b015e05d,cmr,0.0,125.444
GaCl2,0.0,3.841,3.841,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,-,2,-8.69,2.776,-,-,-,-,-,5.483,True,unknown,-,12.85,-,AB2-164-bd,3.87,3.947,0.296,-2.707,-0.739,-0.001,-0.001,z,-0.612,FM,-,True,True,559389355b9a872b6a2af43d59fcd949,-,-,-,-,-,-,0.0,3,-,2,0.0,tree/AB2/GaCl2/GaCl2-559389355b9a,TTF,-3m,6047410a3730fb57f8d8148d860b9760,-,-,-,-160040.056,-160040.056,-160040.057,P-3m1,164,-,-,1.542,1.542,0.316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AB2,140.623,6w,1470,GaCl2-559389355b9a,cmr,0.0,229.101
Br2Ge,2.536,0.000,0.000,4.288,3.333,1.023,1.024,-1.061,-0.592,-0.842,2.784,4.516,3.605,2.952,1.455,2.651,low,3,-9.173,3.069,-1.120,-0.538,-3.598,-4.880,-4.174,5.398,True,unknown,-,13.427,-,AB2-187-bi,0.0,0.0,0.112,-2.329,-0.496,0.0,0.0,z,-,NM,-,False,False,36a198743d3575de28bc6c9fbd56e722,-,-,-,-0.680,-,-,0.0,3,-,1,-0.0,tree/AB2/GeBr2/GeBr2-36a198743d35,TTF,-6m2,cad3bd5dfb16012eca7040f3a2d36836,-,-,-,0.0,0.0,0.0,P-6m2,187,2698.780,2698.365,2.440,2.440,0.399,15.719,15.723,0.076,18.159,18.163,0.475,high,20.937,18.143,-0.007,18.102,20.930,-0.007,0.000,0.000,1.429,AB2,232.438,6w,1471,GeBr2-36a198743d35,cmr,-0.0,248.737
Ge2Se4,0.0,1.499,3.569,-,0.359,-,-,-,-,-1.418,0.0,-,0.946,0.0,-,0.0,low,1,-22.738,2.736,-,-,-,-,-1.777,4.261,True,unknown,-,32.749,-,AB2-12-di,1.234,1.196,0.303,-1.524,0.037,0.0,0.0,z,-,NM,-,True,False,ea85d859c415f49d2a1951f5b1ad0b46,-,-,-,-3.447,-,-,0.0,6,-,1,-0.0,tree/AB2/GeSe2/Ge2Se4-ea85d859c415,TTF,2/m,7dfa49d97a3b15f5409d64ab5277d431,-,-,-,0.0,0.0,0.0,C2/m,12,5256.721,3175.038,7.826,4.417,0.309,-,-,-,-,-,-,high,64.612,6.835,0.000,5.019,23.571,0.000,0.000,0.000,19.038,AB2,461.144,6w,1472,Ge2Se4-ea85d859c415,cmr,-0.0,536.365
HfBr2,0.0,6.743,6.751,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-12.828,3.706,-,-,-,-,-,4.403,True,unknown,-,11.592,-,AB2-115-dg,2.235,2.113,0.443,-0.697,-0.717,0.0,0.0,z,-,NM,-,False,False,f76c5d3a7527609a82c965ccfc0bd537,-,-,-,-3.663,-,-,0.0,3,-,1,0.0,tree/AB2/HfBr2/HfBr2-f76c5d3a7527,TTF,-42m,9e9c957655e2e4a4bd341b943a9d3219,-,-,-,0.0,0.0,0.0,P-4m2,115,3887.758,3887.758,6.031,6.035,0.425,-,-,-,-,-,-,low,73.245,2.563,-0.000,2.563,73.245,-0.000,0.000,0.000,-5.331,AB2,338.298,6w,1473,HfBr2-f76c5d3a7527,cmr,0.0,222.246
HfS2,1.061,0.000,0.000,2.826,2.038,0.723,1.283,-1.811,-1.327,-1.479,1.331,3.059,2.348,1.357,1.290,1.088,low,2,-19.788,4.013,-2.621,-0.804,-2.872,-4.153,-3.517,6.354,True,unknown,-,10.871,-,AB2-187-bi,0.0,0.0,0.217,-2.341,-1.375,0.0,0.0,z,-,NM,TMDC-H,False,False,2c5e650126012a877188f3bc29e79914,-,-,-,-0.286,-,-,0.0,3,-,1,-0.0,tree/AB2/HfS2/HfS2-2c5e65012601,TTF,-6m2,b474ab6ffa7dbb3c365e41e0cc2cdf49,-,-,-,0.0,0.0,0.0,P-6m2,187,4988.367,4994.204,3.155,3.155,0.359,2.775,2.778,0.042,5.930,5.933,0.401,high,92.212,33.172,0.001,32.966,92.428,0.002,0.000,0.000,58.696,AB2,242.61,6w,1474,HfS2-2c5e65012601,cmr,-0.0,197.191
HgCl2,2.084,0.000,0.000,4.190,3.201,0.466,0.466,-2.637,-2.107,-2.460,2.144,4.203,3.237,2.246,1.464,2.14,low,3,-6.034,3.142,-7.092,-7.089,-4.721,-6.297,-5.661,6.821,True,unknown,-,12.528,-,AB2-187-bi,0.0,0.0,0.131,-3.679,-0.526,0.0,0.0,z,-,NM,-,False,False,6cbe2e58509989001eab72f404045ae3,-,-,-,-1.022,-,-,0.0,3,-,1,0.0,tree/AB2/HgCl2/HgCl2-6cbe2e585099,TTF,-6m2,51065c6c0d52ceb62f9d6f2eeec4b9f3,-,-,-,0.0,0.0,0.0,P-6m2,187,3137.636,3174.432,1.723,1.723,0.350,6.165,6.158,0.061,7.889,7.881,0.411,high,35.427,13.128,-0.053,12.867,36.263,-0.060,0.000,0.000,21.092,AB2,271.492,6w,1475,HgCl2-6cbe2e585099,cmr,0.0,229.441
HgSe2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-7.115,4.222,-,-,-,-,-,5.025,True,unknown,-,10.278,-,AB2-115-ag,1.254,1.248,0.409,-0.803,0.245,0.0,0.0,z,-,NM,-,False,False,555c3cdd300e90e34ab5b325bfd5de98,-,-,-,-0.084,-,-,0.0,3,-,1,0.0,tree/AB2/HgSe2/HgSe2-555c3cdd300e,TTF,-42m,bf0ab579c5d14976172d79568ea9d60a,-,-,-,0.0,0.0,0.0,P-4m2,115,642.742,608.294,-,-,-,-,-,-,-,-,-,low,2.393,48.870,0.037,48.584,2.143,0.037,0.000,0.000,9.661,AB2,358.534,6w,1476,HgSe2-555c3cdd300e,cmr,0.0,190.804
KSe2,0.0,18.441,18.686,-,0.000,-,-,-,-,-,0.0,-,0.000,0.0,-,0.0,low,2,-8.235,4.906,-,-,-,-,-,6.08,True,unknown,-,8.92,-,AB2-115-ag,1.502,0.84,0.662,-1.174,-0.017,0.0,0.0,z,-,NM,-,False,False,d72216446041945fa0ce2b958a995ac0,-,-,-,-1.133,-,-,0.0,3,-,1,0.0,tree/AB2/KSe2/KSe2-d72216446041,TTF,-42m,36944053e0b3cea7c192f4956fd817c1,-,-,-,0.0,0.0,0.0,P-4m2,115,1576.174,1572.724,89.385,87.876,0.557,-,-,-,-,-,-,low,9.113,77.010,0.000,76.695,9.073,0.000,0.000,0.000,11.266,AB2,197.04,6w,1480,KSe2-d72216446041,cmr,0.001,174.538
MnH2,0.0,7.223,7.223,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,1,-15.977,2.242,-,-,-,-,-,4.681,True,unknown,0.067,5.529,-,AB2-187-ai,1.392,1.371,0.129,-2.439,0.129,-0.401,-0.401,z,1.990,FM,-,False,True,9b772a2fc9137157e0450d2886a464ed,-,-,1.000,-0.000,-,27.880,0.0,3,6,2,0.0,tree/AB2/MnH2/MnH2-9b772a2fc913,TTF,-6m2,9ac55bb6428369fabb18a99a87da7379,-,-,0.503,-518276.335,-518276.335,-518276.736,P-6m2,187,8145.804,8125.373,4.856,4.856,0.239,-,-,-,-,-,-,high,113.506,35.970,-0.065,36.346,112.937,-0.061,0.000,0.000,77.403,AB2,56.954,6w,1481,MnH2-9b772a2fc913,cmr,0.0,95.769
MnTe2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-15.588,2.791,-,-,-,-,-,4.969,True,unknown,-0.338,16.334,-,AB2-115-dg,2.102,1.991,0.379,-2.178,0.179,0.815,0.815,y,3.000,FM,-,False,True,2430fc2797f4d9767cf1761128e07613,-,-,1.500,-2.353,-,11.836,0.0,3,4,2,0.0,tree/AB2/MnTe2/MnTe2-2430fc2797f4,TTF,-42m,d3abf9b721a761cc65fee3b5ed004bc7,-,-,0.603,-582351.518,-582351.518,-582350.703,P-4m2,115,944.454,924.081,-,-,-,-,-,-,-,-,-,high,2.812,-1.634,-0.000,-1.484,2.692,-0.000,0.000,0.000,3.547,AB2,310.138,6w,1482,MnTe2-2430fc2797f4,cmr,0.0,309.001
MoF2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-19.22,3.68,-,-,-,-,-,5.761,True,unknown,-,7.26,-,AB2-115-dg,2.583,2.465,0.49,-2.081,-1.615,0.0,0.0,z,-,NM,-,False,False,5e3133d2855f63db00ed5452d3b027b3,-,-,-,-5.007,-,-,0.0,3,-,1,0.0,tree/AB2/MoF2/MoF2-5e3133d2855f,TTF,-42m,31cf7cb9a4d480bc775729f74a5d02a9,-,-,-,0.0,0.0,0.0,P-4m2,115,5839.048,5839.053,-,-,-,-,-,-,-,-,-,low,104.450,67.782,0.000,67.782,104.450,0.000,0.000,0.000,-6.541,AB2,133.947,6w,1483,MoF2-5e3133d2855f,cmr,0.0,130.57
MoS2,1.58,0.000,0.000,2.533,2.087,0.427,0.427,0.223,1.103,0.633,1.58,2.533,2.087,1.661,0.547,1.648,high,3,-22.121,4.531,-0.530,-0.530,-1.357,-1.430,-1.454,5.097,True,unknown,-,8.78,-,AB2-187-bi,0.0,0.0,0.0,-0.567,-0.921,0.0,0.0,z,-,NM,TMDC-H,False,False,b3b4685fb6e1ce0c6be73009e3e0a488,-,-,-,-0.000,10.1103/PhysRevLett.105.136805,-,0.0,3,-,1,0.0,tree/AB2/MoS2/MoS2-b3b4685fb6e1,TTF,-6m2,8c0c876276acd176a4209ab4ef5c254d,9007661,38401,-,0.0,0.0,0.0,P-6m2,187,6586.718,6585.193,6.192,6.192,0.374,0.095,0.095,0.001,6.287,6.287,0.374,high,131.342,32.845,-0.000,32.879,131.281,-0.000,0.000,0.000,98.738,AB2,160.07,6w,1484,MoS2-b3b4685fb6e1,cmr,0.0,159.156
Hf2N,0.0,9.200,9.200,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,2,-24.686,4.972,-,-,-,-,-,4.551,True,unknown,-,8.763,-,AB2-164-bd,3.083,3.46,0.687,0.421,-0.44,0.0,0.0,z,-,NM,MXene,True,False,545c7c406bd40a7daf23558fcbbb49c2,-,-,-,-0.000,-,-,0.0,3,-,1,0.0,tree/AB2/NHf2/NHf2-545c7c406bd4,TTF,-3m,cbedbfeabda5debb6beedc4dc6d18c25,-,-,-,0.0,0.0,0.0,P-3m1,164,4886.732,4882.983,97.947,97.947,0.546,-,-,-,-,-,-,high,167.885,55.308,-0.361,55.359,167.628,-0.360,0.000,0.000,112.502,AB2,370.987,6w,1485,NHf2-545c7c406bd4,cmr,0.0,153.682
Bi2Nb,0.0,8.108,8.108,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,1,-19.232,5.608,-,-,-,-,-,4.22,True,unknown,-,9.951,-,AB2-164-bd,1.935,1.615,0.148,1.388,0.148,0.0,0.0,z,-,NM,-,True,False,c5ee470b471584bcc6f797ff70b87518,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/NbBi2/NbBi2-c5ee470b4715,TTF,-3m,14face2bfc24655e9bce18d15aac0690,-,-,-,0.0,0.0,0.0,P-3m1,164,2791.868,2807.631,29.879,29.879,0.601,-,-,-,-,-,-,low,66.446,69.555,0.101,69.663,67.199,0.101,0.000,0.000,-4.350,AB2,510.867,6w,1486,NbBi2-c5ee470b4715,cmr,-0.0,180.386
Nb2O4,0.0,1.130,4.744,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-55.428,3.52,-,-,-,-,-,5.619,True,unknown,-,16.372,-,AB2-11-e,3.803,3.786,0.257,-2.099,-2.38,0.0,0.0,z,-,NM,TMDC-T',True,False,a6b0666a19121c682b63e415a4dd16ad,-,-,-,-15.292,-,-,0.0,6,-,1,0.0,tree/AB2/NbO2/Nb2O4-a6b0666a1912,TTF,2/m,63b02e4e1784b5c5c7c50df8a17c7e26,-,-,-,0.0,0.0,0.0,P2_1/m,11,7198.003,7407.658,5.209,3.832,0.228,-,-,-,-,-,-,low,131.278,45.801,0.009,48.251,139.037,0.011,0.000,0.000,-230.939,AB2,249.809,6w,1487,Nb2O4-a6b0666a1912,cmr,0.0,281.2
